"resource","time","server","queue","capacity","queue_size","system","limit","replication"
"c_r2eheavy_surg_3_nurse_4_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_anesthetist_1_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_1_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_2_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_1_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_2_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_3_t1",27360,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_4_t1",27360,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",27360,1,10,1,Inf,11,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",27360,1,2,0,Inf,3,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",27360,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t1",27360,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t1",27360,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t1",27360,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",27391.1148838965,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",27391.1148838965,0,1,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",27408.6851026004,0,2,0,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",27408.6851026004,0,0,0,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",27408.6851026004,1,9,1,Inf,10,Inf,1
"b_r2eheavy_icu_3_t1",27408.6851026004,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",27408.6851026004,0,3,0,Inf,3,Inf,1
"b_r2eheavy_icu_2_t1",27428.2544621446,0,0,1,Inf,0,Inf,1
"b_r2eheavy_icu_3_t1",27466.2270705062,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",27466.693285635,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27466.693285635,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27489.661327137,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",27489.661327137,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",27489.661327137,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",27509.2647199572,0,0,1,Inf,0,Inf,1
"b_r2b_hold_5_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"b_r2b_hold_5_t2",27509.2647199572,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",27509.2647199572,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t1",27541.1203063354,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27541.1203063354,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",27542.5042213551,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",27542.5042213551,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",27542.5042213551,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",27542.5042213551,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t1",27542.5042213551,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",27551.1570033141,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",27551.1570033141,0,2,0,Inf,2,Inf,1
"c_r1_clinician_nurse_1_t1",27561.505368457,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",27561.505368457,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t1",27574.260322032,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",27574.260322032,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",27574.260322032,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",27601.3463049246,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",27601.3463049246,1,10,1,Inf,11,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",27656.696137069,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",27656.696137069,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",27656.696137069,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",27656.696137069,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",27656.696137069,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t1",27656.696137069,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",27656.696137069,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",27695.7132271787,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",27695.7132271787,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",27695.7132271787,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",27721.8649642173,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",27721.8649642173,1,11,1,Inf,12,Inf,1
"c_r1_technician_medic_1_t1",27750.4671783661,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27750.4671783661,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27770.3956315031,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",27770.3956315031,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",27770.3956315031,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",27798.3291098097,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t1",27798.3291098097,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t1",27798.3291098097,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t1",27837.1069346948,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27837.1069346948,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t1",27847.8382092566,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",27847.8382092566,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",27847.8382092566,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t1",27847.8382092566,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t1",27847.8382092566,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t1",27847.8382092566,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",27851.7971164298,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",27851.7971164298,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t3",27870.2958378354,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",27870.2958378354,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",27891.2873779361,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t3",27891.2873779361,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",27891.2873779361,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",27920.6265024735,0,0,1,Inf,0,Inf,1
"b_r2b_hold_5_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"b_r2b_hold_5_t2",27920.6265024735,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",27920.6265024735,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t2",27935.2322743316,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t2",27946.5290394207,0,0,1,Inf,0,Inf,1
"t_HX240M_1",27946.5290394207,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",27967.9072082056,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",27967.9072082056,0,3,0,Inf,3,Inf,1
"t_HX240M_1",27969.3508228024,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",28042.6430952461,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",28042.6430952461,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",28042.6430952461,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",28042.6430952461,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",28042.6430952461,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t1",28042.6430952461,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",28042.6430952461,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",28073.2953947316,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",28073.2953947316,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",28073.2953947316,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",28080,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",28080,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",28080,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",28080,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",28080,1,2,1,Inf,3,Inf,1
"c_r2eheavy_surg_2_anesthetist_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_surgeon_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_surgeon_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_3_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_4_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",28080,1,2,1,Inf,3,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_anesthetist_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_surgeon_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_surgeon_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_1_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_2_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_3_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_4_t1",28080,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",28080,0,0,0,Inf,0,Inf,1
"b_r2b_ot_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_anesthetist_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_surgeon_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_surgeon_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_3_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_4_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_anesthetist_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_surgeon_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_surgeon_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_3_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_4_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_anesthetist_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_1_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_2_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_3_t1",28080,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_4_t1",28080,0,0,0,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",28080,1,10,0,Inf,11,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",28080,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",28080,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",28080,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",28080,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",28080,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",28108.5986729154,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",28108.5986729154,1,11,1,Inf,12,Inf,1
"c_r1_technician_medic_1_t2",28123.9216465938,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",28123.9216465938,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",28151.8292679306,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t2",28151.8292679306,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",28151.8292679306,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t3",28164.3494792096,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",28164.3494792096,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",28168.4126631086,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t1",28168.4126631086,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t1",28168.4126631086,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",28180.5713476544,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t3",28180.5713476544,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",28180.5713476544,1,0,1,Inf,1,Inf,1
"b_r2eheavy_icu_1_t1",28194.0933854209,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",28194.6078493505,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",28194.6078493505,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",28194.6078493505,1,10,1,Inf,11,Inf,1
"b_r2eheavy_icu_2_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",28194.6078493505,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",28194.6078493505,1,2,1,Inf,3,Inf,1
"t_PMVAmb_1",28198.7387060482,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t1",28198.7387060482,1,0,1,Inf,1,Inf,1
"b_r2b_resus_2_t1",28198.7387060482,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t1",28198.7387060482,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",28198.7387060482,1,1,1,Inf,2,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",28201.9838136795,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",28201.9838136795,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",28201.9838136795,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",28201.9838136795,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",28201.9838136795,1,1,1,Inf,2,Inf,1
"c_r2b_evac_1_medic_1_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",28201.9838136795,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t1",28228.1542357786,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",28228.1542357786,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t1",28228.1542357786,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t1",28228.1542357786,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t1",28228.1542357786,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t1",28228.1542357786,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",28228.1542357786,0,1,0,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",28228.1542357786,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",28228.1542357786,1,0,1,Inf,1,Inf,1
