simmer environment: Battlefield Casualty Handling | now: 0 | next: 0
{ Monitor: in memory }
{ Resource: c_r1_technician_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_2_nurse_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_3_intensivist_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_3_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_3_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_3_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_3_nurse_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_1_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_1_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_2_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_2_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_3_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_evac_3_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_ot_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 14(Inf) }
{ Resource: b_r2eheavy_ot_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 15(Inf) }
{ Resource: b_r2eheavy_ot_3_t1 | monitored: TRUE | server status: 1(1) | queue status: 14(Inf) }
{ Resource: b_r2eheavy_resus_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_resus_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_resus_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_resus_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_icu_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_icu_2_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_icu_3_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_icu_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_2_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_5_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_6_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_7_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_8_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_9_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_10_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_11_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_12_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_13_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_14_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_15_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_16_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_17_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_18_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_19_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_20_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_21_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_22_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_23_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_24_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_25_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_26_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_27_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_28_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_29_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2eheavy_hold_30_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_PMVAmb_1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: t_PMVAmb_2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_PMVAmb_3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_HX240M_1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_HX240M_2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_HX240M_3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: t_HX240M_4 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Source: wia_cbt | monitored: 2 | n_generated: 103 }
{ Source: kia_cbt | monitored: 2 | n_generated: 47 }
{ Source: dnbi_cbt | monitored: 2 | n_generated: 141 }
{ Source: wia_spt | monitored: 2 | n_generated: 51 }
{ Source: kia_spt | monitored: 2 | n_generated: 23 }
{ Source: dnbi_spt | monitored: 2 | n_generated: 35 }
{ Global: evac_wait_count | schedule: FALSE | initial value: 0 }
